NOC,Athletics,Swimming,Gymnastics,Cycling,Rowing,Shooting,Fencing,Canoeing,Wrestling,Football,Boxing,Equestrianism,Judo,Basketball,Handball,Volleyball,Weightlifting,Water Polo,Archery,Diving,Tennis,Table Tennis,Badminton,Modern Pentathlon,Sychronized Swimming,Baseball,Rhythmic Gymnastics,Taekwondo,Beach Volleyball,Triathlon,Softball,Rugby Sevens,Trampoling,Golf,Hockey
SDN,0.1880270462253145,0.019259606744056947,,,,0.003954968482967802,,,,9.097468137669613e-06,0.04649242810974393,,0.0486596577738636,,,,0.015452481678079045,,,,,0.008446092212374584,,,,,,,,,,,,,
COM,0.03708404714123711,0.019259606744056947,,,,,,,,,,,,,,,0.03050275166529115,,,,,,,,,,,,,,,,,,
TZA,0.016036943072774108,0.019259606744056947,,,,,,,,,0.04649242810974393,,0.0486596577738636,,,,,,,,,,,,,,,,,,,,,,
JPN,0.18010579737454732,0.5659124858379153,0.7743930424427864,0.1565835799559379,0.01717938606065827,0.30270425170781745,0.10129300618300081,0.12587850443765755,0.8241344152839349,0.9442313831231717,0.5575973081947253,0.002103495078590755,0.9011183304739936,0.00011518313314901838,0.06461785419716445,0.09352904096077998,0.12122008160697238,0.0005002699003223374,0.5221138864634949,0.01201268382078713,0.03770091551819691,0.09999413204376788,0.16051824910539395,0.1608468934775457,0.871919119798197,0.20646595412668045,0.02180701551999923,0.4283628157888855,0.03181967399156886,0.009754744808297616,0.9573815291928272,0.060200668896320135,0.07315437663781824,0.1744122958741654,0.006915639534689333
GBR,0.6347030681787471,0.3517248597629519,0.18631076602967447,0.5831662005423102,0.6736213447705609,0.43610317856291875,0.10515720274745259,0.41562689466246844,0.16180882826735754,0.042351071022604006,0.5705112677095028,0.5815359607407028,0.5510867439386292,0.06496224948186598,0.05489962672508647,0.0125744232820995,0.12468025665454045,0.05965906077266661,0.3134477237114645,0.41651613292379625,0.4806599519512811,0.002764840242533571,0.35231130431919083,0.5871973549560969,0.020002244203706138,,0.06505727400156881,0.5211091212347552,0.06289895711594905,0.8574220220364719,,0.7214684399502933,0.12590808741012743,0.7739243792859227,0.2627559767895455
KOR,0.12520274773901455,0.1018892011223758,0.3677846792495518,0.018745804966147007,0.02368098976292646,0.46175390045121195,0.2619532455769802,0.033729498603423946,0.8013486836622644,0.5678113787988087,0.405678046835309,0.03025938688681273,0.834781213903152,0.1795560093547237,0.7340332331488251,0.35173268848819667,0.20607789271637325,0.1193514399251576,0.9899679605581795,0.043898376834079406,0.04841476848977745,0.7963635867742819,0.7918678057881801,0.14259183932366098,0.012728029684467738,0.9990550965043252,0.07676351664690421,0.9311055020436416,,0.5303732145468234,,,,0.7084820555910633,0.28795853292827733
TUR,0.20625074214828534,0.024907564802594977,0.03475884410924164,0.0823409613415545,0.15416765909475658,0.07754673196219623,0.012463934746839284,0.24012019500563747,0.7073149200016193,0.0002829373507956173,0.3772236432367674,0.07933693875347944,0.1900930776247888,0.013710657265749611,,0.05694418921075925,0.6790560954599669,,0.002467369392392128,0.03772022643877969,0.11773147636156253,0.006647532165126085,0.03392249189487536,0.11134626844760519,,,,0.7990856653681861,,,,,,,
PER,0.0335000459826126,0.023372867345491582,0.07794389027652461,0.07350379551287539,0.23982553494464753,0.016225313977060882,0.043281043765246933,0.24012019500563747,0.04966156625375326,9.797070670859316e-06,0.2663214774562115,0.17291918707067994,0.21088584076590328,0.011525283669691482,,0.45791535278464085,0.1997769521696732,,,0.043898376834079406,0.11773147636156253,0.006647532165126085,0.03392249189487536,0.11134626844760519,,,,0.391344148728509,,,,,,,
IDN,0.013902903480004536,0.02875038338576562,,0.0024546494065844264,0.2129755604013009,0.08494851352703203,0.013429009143966287,0.026384635731579124,0.11148434130395096,,0.11249362634782747,,0.1637031957285919,,,,0.2964259805544583,,0.27799051865900176,0.03528664705089046,0.005165172207082745,0.013633308688573698,0.7073321639539444,,,,,0.269368002855124,0.18818055199110384,,,,,,
NGA,0.6380224268697512,0.006517738901674907,,,0.2372301833460031,,,0.05251068763819698,0.012436353495558043,0.6102506650824038,0.27837912168517776,,0.0355752474658708,0.00034267515202333014,0.02516416702777887,,0.3019862942138362,,,,0.02988843771425614,0.015411839468546682,0.05755721011133379,,,,,0.186807956061766,,,,,,,
TJK,0.41480436291607603,0.023254373738222613,,,,0.03434409364961531,,,0.27778005649578374,,0.30814255867994117,,0.31482763380884304,,,,0.1148794423328238,,0.11402232849819888,0.023786620490114305,,,,,,,,0.15769982010681002,,,,,,,
DNK,0.3724367474182359,0.20203287423798932,0.05753263766503042,0.6153455653624704,0.673824932756136,0.32519186438526676,0.12351979417900687,0.40318998370309067,0.1657263943712329,0.15579590644376032,0.2141340264676043,0.1963381262997352,0.12242275982543173,,0.41166513193197163,,0.08856417453395493,,0.024414124363519512,0.043898376834079406,0.03608728712116819,0.6614689567513136,0.3822434239463858,0.05911683050797513,,,0.04652806951383625,0.25540955963360595,,0.25490640028432127,,,0.12590808741012743,0.19734278020334806,0.1235201223426274
MDA,0.030222884559889904,0.0062236863481478525,,0.041048532386729446,,0.646521583615362,,0.5486146085416945,0.17879672444301123,,0.5931256038152057,,0.11037561376681063,,,,0.36439453906840163,,0.050456814712328366,,0.1677111766277106,,,,,,,0.186807956061766,,,,,,,
BGR,0.3654632465309148,0.1401491797265235,0.3750812612598838,0.12258835364825399,0.445384684927791,0.7137591031465998,0.043281043765246933,0.6037903828515977,0.654256768503944,,0.6264290122235194,0.42211246556357446,0.42534594171155166,0.7503367375072899,,0.5167181658711764,0.8275152548656254,0.05590575719985811,0.06074274128326705,0.043898376834079406,0.5462326451538944,0.006647532165126085,0.03392249189487536,0.1664142189686352,0.020002244203706138,,0.6928696819028549,,0.07281862299596613,,,,,,
PAK,0.0370586112816294,0.008342416533436632,,0.0004798678660706776,0.05056109398055594,0.005873944351916534,,,0.21883840269586396,,0.16375464539968157,,0.09956323748220475,,,,0.02573693613359964,,,,,0.008446092212374584,,,,,,,,,,,,,0.05896849121381798
AFG,0.002454793356138419,,,,,,,,0.055615527218774996,,0.09117926143483424,,0.0025482300398102504,,,,,,,,,,,,,,,0.5182366162263036,,,,,,,
KWT,0.042820043672104506,0.06335453980191834,,,0.19154513623480104,0.5341354675910769,0.031136922616068787,,,0.022987193652686956,0.2170345489253892,,0.054792373650368584,,0.01134065453499159,,0.2769441874104145,,,0.043898376834079406,,0.0933766952759805,,,,,,0.21657417280349456,,,,,,,
GHA,0.01908438543913177,0.017852078384125586,,,,,,,,0.13954447962430588,0.1510105387435692,,0.11501367460515645,,,,0.055786967625172164,,,,,0.007064757921534146,,,,,,,,,,,,,
BHR,0.30007188858818307,0.04663238338073143,,0.10438527424702904,,0.2168559431313667,0.12351979417900687,,0.2987305476057597,,,,,,,,,,,,,,,0.15345170051618165,,,,,,,,,,,
SWE,0.380805403984574,0.33392335359153996,0.004888024606435843,0.6974245416529297,0.020542024304624578,0.3734017415307447,0.37129539885911994,0.5097016199444597,0.4911107396004166,0.174361035557041,0.4637012427477111,0.30937399880362254,0.051299180562594644,0.012429687318381934,0.621359246404509,0.02912550013949518,0.19965463553979126,0.012875299215326116,0.1430996067606048,0.25596098987050836,0.721436555010111,0.3284413560426473,0.030557527129140855,0.19001439936857561,0.031101680362994644,,0.1385456375800053,0.1754855598202774,0.04464196783720599,0.7880822861285489,,,,0.7739243792857003,
IRQ,0.04907237992246183,0.03561508084404607,,0.008499895226974186,0.15416765909475658,0.20050505562124685,,,0.07406848214342107,0.0008320792628432105,0.09645427909169564,,0.21088584076590328,,,,0.12140570987312704,,0.050456814712328366,,,0.007993333770254612,,,,,,0.391344148728509,,,,,,,
QAT,0.16501233583070093,0.10423863887289939,,,,0.2144586499981029,0.03348799300456204,,,0.022987193652686956,0.3874407246384889,0.059055156181694386,0.14536143571631338,,0.04004722194588179,,0.44994663119199646,,0.1568925748588994,,,0.11832156409847294,,,,,,0.13082620518897486,0.11446665733390955,,,,,,
TUN,0.3171435351799218,0.47596870356238485,0.021849943195862052,0.13749246687858455,0.18664944360095143,0.19287298913364123,0.21238462677219072,0.21166933532325174,0.12799064243766178,0.0032125716723083748,0.20635583991484013,,0.04822144295956125,0.07275997961140784,0.008666342825022452,0.007939783553628404,0.1654498140132552,,,,0.04213760236683684,0.006647532165126085,,,,,,0.23299511824299043,0.02745900304825488,,,,,,
URY,0.051792694695969574,0.0239650832291751,,0.1488295520805748,0.05926244513235353,0.22279969066871746,0.12351979417900687,0.1992093966536016,,0.10305074702587214,0.2748007628565375,0.17291918707067994,0.18820287067670813,0.012429687318381934,,,0.1997769521696732,,,0.043898376834079406,0.1312515044587815,,,0.7850807307426615,,,,,,,,,,,
GAB,0.08051188246360208,0.03878106347903559,,,,,,,,0.0022344235971489008,0.15653746961379258,,0.11068934546030762,,,,,,,,,,,,,,,0.40696181659803526,,,,,,,
COL,0.16203706701071194,0.009082468412837077,0.03475884410924164,0.27216972010125073,0.15416765909475658,0.005398649488823994,0.043281043765246933,,0.31362499518292986,0.0004981901082134755,0.43240913119775853,0.07576552160012666,0.4817951536320414,,,,0.4184892433175952,,0.050456814712328366,0.043898376834079406,0.11773147636156253,0.006647532165126085,,,0.020002244203706138,,,0.391344148728509,,0.037675968305535594,,0.1139220826701199,,0.03384790229950695,
SLV,0.09022133152900663,0.006517738901674907,,0.008499895226974186,0.18664944360095143,0.0028556427031005385,,,0.18305343611872915,0.0004579587637299788,0.24076522922337082,,0.18008794838265302,,,,0.19965463553979126,,0.06074274128326705,,0.04213760236683684,,,,,,,,,,,,,,
COD,0.033409355281025906,0.006517738901674907,,0.0023915004204870098,,,,,,,0.08689976572457025,,0.025057049478530966,0.012429687318381934,,,,,,,,0.007064757921534146,,,,,,0.186807956061766,,,,,,,
CHL,0.02515147351016203,0.05230864749568731,0.03519308473915225,0.04550279542354699,0.06117054095476443,0.283929201165478,0.06060129388851356,0.3580554587104911,0.19664171482923457,0.8925946198087745,0.09468121981821932,0.008916981064327702,0.17466288396254473,,,,0.3383264990631845,,0.05250965232005745,,0.7481870134950789,0.002929445680910352,,0.054949810595374377,,,,0.2720058463966474,0.08352733993061086,0.03336499773023077,,,,0.07931215668823954,
VEN,0.02429094139393099,0.03561508084404607,0.07794389027652461,0.027127689662685407,0.22361610074179072,0.26178531093389695,0.12351979417900687,0.2839336166199303,0.07841163036049001,0.007936521288648779,0.33035116744668713,0.17291918707067994,0.043976234663828336,0.012429687318381934,,0.06672655800701346,0.1997769521696732,,0.03131586382758621,0.043898376834079406,0.1312515044587815,0.002249776265491333,,,0.012728029684467738,,,0.40696181659803526,0.040626102301913804,0.11900108821596396,0.023033788934439584,,,,
AUT,0.27152907859942765,0.1374056560949197,0.014108158661767322,0.010982683350246162,0.17675956856224873,0.4822035335654164,0.014563482631977225,0.21562780222174713,0.03314790474108677,,0.10196675785622794,0.2625315188883672,0.4108568868940582,,0.025009328032375655,,0.05675188629340253,,0.06074274128326705,0.024651089533268777,0.05143091587242419,0.008644276548952397,0.0012816411488321044,0.05436038835825214,0.017296478730514635,,0.05854086939239749,0.17818300853834876,0.03021429984274867,0.46610033260359024,,,,0.07931215668823954,0.005397410079490749
HND,0.040411509383181395,0.021561318613283965,,,0.09126320060206194,0.19086267332684292,0.043281043765246933,,0.12799064243766178,0.0007177446353178255,0.24728724554793555,,0.06839051768425346,,,,0.19596741629429962,,,,,0.006647532165126085,,,,,,0.2932651896421536,,,,,,,
NIC,0.09867638140671355,0.05105003618783047,,0.023882825403525626,,0.21632963891957377,,,0.0510721389166806,,0.24076522922337082,,0.18008794838265302,,,,0.19596741629429962,,,,,,,,,0.00039613628964295855,,0.2932651896421536,,,,,,,
CAN,0.3585619445211832,0.4605952264149541,0.010912149603386054,0.5265778535752098,0.49029767545362474,0.1004331816223427,0.005883895593076285,0.32542811558245704,0.39946399714878056,0.9103236894816454,0.4100443287813612,0.21231676270440145,0.19453737647107802,0.0020874742508927963,0.014530758339016786,0.018648252298635554,0.19965463553979126,0.00027786877484791014,0.01653386143818713,0.3487416039307276,0.09044555872010773,0.002929445680910352,0.02510318273607978,0.0633760582062474,0.7476535881403065,0.04541385346392549,0.10442331416190921,0.30092721419077606,0.25739946698688504,0.5803573444548198,0.00948609528298109,0.9587513935340021,0.842695796753667,0.19734278020334806,0.008866709971598675
ISR,0.0330129713322423,0.01365302287305125,0.02844664621230393,0.22217560487610147,,0.02606629974825706,0.10995752170714806,0.25922037770231177,0.08225283209855853,0.007936521288648779,0.2170345489253892,,0.448032696796097,,,,0.12951189472461389,,,,0.10716134589456985,0.11832156409847294,0.11214873430887311,,0.16452750638386685,,0.040522456774552996,0.16479509887394234,,0.06444140735002862,,,,0.07931215668823954,
MEX,0.3404763416512878,0.03561508084404607,0.014070934507248587,0.04582637748848631,0.036020053623836895,0.03210510380609353,0.1562338571267134,0.03124762296285828,0.08311777359828385,0.22610089125375515,0.43972264710385783,0.045622276427432946,0.05420684162105859,0.0013034319080826137,,0.034005145262189014,0.21124435812240108,0.0062203842475750185,0.28318553948849917,0.38364593577105943,0.10481405961200323,0.002929445680910352,0.05520674233102385,0.11134626844760519,0.020002244203706138,,,0.6925586528114023,0.040626102301913804,0.037675968305535594,,,,0.19734278020334806,0.0008578282491026224
ETH,0.7318078076006908,0.002001959554817141,,0.006641136689486279,,,,,,,0.13353868524132498,,,,,,,,,,,,,,,,,,,,,,,,
UZB,0.0196129803958075,0.0062236863481478525,0.3190930174966868,0.041048532386729446,0.003845112832505688,0.09352194180999827,0.043281043765246933,0.03602818421455338,0.5717190311867253,,0.7029938196867731,,0.4849545392988169,,,,0.2685515760349332,,,,0.1677111766277106,0.005874370649652814,,,,,0.07215702337429811,0.13809346438266135,,,,,0.4303538948395302,,
DZA,0.4727147613584419,0.005139153328444078,0.00018546147893075252,0.10221682231422523,0.15596075047678165,0.20050505562124685,0.024558264313408452,,0.1034888757478663,0.08967838207767181,0.3575224660428241,,0.21188862643984105,,0.007168299899254505,0.015416410391053481,0.030975240806593116,,,,0.04213760236683684,0.006647532165126085,0.001491287252525552,,,,,0.391344148728509,,,,,0.4303538948395302,,
BEL,0.3758223889885141,0.11720482444298602,0.014311945439754588,0.3491679043939567,0.1817766474299902,0.2825477337465462,0.02953276438271182,0.018979092761812935,0.14181450147319327,0.08677947628833076,0.27588275070796164,0.21681671838198133,0.5975607331333608,,,0.006943998751401442,0.2769441874104145,0.0001277327837665454,0.07716702695686821,0.043898376834079406,0.5910002065785442,0.11240403545096028,0.11214873430887311,0.7850807307426615,0.07329378601468459,,0.040522456774552996,0.16479509887394234,0.11446665733390955,0.051027514274466904,,,,0.07931215668823954,0.33521810234876426
BRA,0.33111145172208306,0.27136793427327666,0.4643947141097223,0.020300920222388823,0.02005972859980021,0.20365029618903302,0.04165789486565677,0.3452532964832979,0.07365829677601742,0.835078400694889,0.3145431764626912,0.492360922466573,0.6426766690824567,0.0953115497810402,5.87823958831545e-05,0.527898035334217,0.17114521238861372,0.012637007499044303,0.1380526410272859,0.04708209547366026,0.021993078466953215,0.007106808141365927,0.05709698343750944,0.07023515040878325,0.0004908835014273225,,0.044297605952481924,0.4035097923632524,0.8654532279690295,0.09420699117982213,,0.007150475944084407,0.42786484345339304,0.3212514340260303,0.09265789268540126
ZMB,0.14496297603257038,0.006517738901674907,,,,,0.005369254442305086,,0.06286251175830145,0.0004579587637299788,0.0844726397351591,,0.0355752474658708,,,,,,,,,,0.05520674233102385,,,,,,,,,,,,
BFA,0.016036943072774108,0.0025411377611559297,,,,,0.0034485240603814304,,,,0.04649242810974393,,0.0486596577738636,,,,,,,,,,,,,,,,,,,,,,
POL,0.3772555205417967,0.15202950082552655,0.5548294684333301,0.22332837580551132,0.45077026819933913,0.6025283226337302,0.5624752118691386,0.4687849316216955,0.5059762281868009,0.9780527059630708,0.2642804747398459,0.04227904861527157,0.25346874420064713,0.07275997961140784,0.021114495443642634,0.01264007551720563,0.6562190281855649,,0.32504390744732614,0.043898376834079406,0.0411423845413402,0.006647532165126085,0.001491287252525552,0.6971815200533321,,,0.07215702337429811,0.23299511824299043,0.02745900304825488,0.023687781555014668,,,,,0.005397410079490749
CYP,0.030244340852492002,0.04000655434692245,0.017619047689354732,0.10221682231422523,,0.07928769956630893,,,0.22372214649192504,,,,0.1416927253226056,,,,0.11474642172589135,,0.09980008991056244,,0.05143091587242419,,,,,,0.05599404340257782,,,,,,,,
SVK,0.09867638140671355,0.249728276797201,0.020387916639106773,0.039309296345704924,0.09126320060206194,0.6680909617497338,,0.7468676123820155,0.23836491935657586,0.0007177446353178255,0.24728724554793555,,0.3686421799243879,0.011525283669691482,,,0.20950253322596438,0.002591184080817175,0.022238940656045793,,0.0363520703118796,0.008644276548952397,0.04255722418206227,,0.020002244203706138,,,,,0.009905417775188129,,,0.4303538948395302,,
SRB,0.2083052045165938,0.15335553901262117,,0.04685877078408468,0.09126320060206194,0.3757021629239722,,0.23349981911538847,0.3899648305524736,0.0007177446353178255,0.24728724554793555,,0.18008794838265302,0.981589511539532,0.027503359707516797,0.4119966735763671,,0.9884910305294508,,,0.28658267407875143,0.006647532165126085,,,,,,0.5150855290637094,,,,,,,
CZE,0.4548760098653542,0.014866456590593725,0.024402459801353665,0.1332019987304722,0.23429735282953357,0.6792228175809242,0.043281043765246933,0.5304266891327658,0.08855897763188926,0.04212256385361166,0.2853430334409411,0.11233281435530526,0.21088584076590328,0.006675651808447982,0.01134065453499159,,0.14408580921035272,0.01682972718473483,0.06587004895633385,0.043898376834079406,0.5755066871419613,0.006647532165126085,0.03392249189487536,0.548380568331987,0.020002244203706138,,0.07676351664690421,,0.07281862299596613,0.4486722339959247,,,0.3237485178060424,0.07931215668823954,
CIV,0.08129277544804997,0.022563579944239853,,,,,0.005641673414413101,0.09319076674395212,0.050638000347462415,9.797070670859316e-06,0.0844726397351591,,0.0355752474658708,,0.009622694540586918,,,,0.01309407950276315,,0.03832466791406484,,,,,,,0.41110975042989334,,,,,,,
IRN,0.21363077331869726,0.012575525880582639,0.017866345781623418,0.05627297301152811,0.15416765909475658,0.008949502221188654,0.043281043765246933,0.24012019500563747,0.6424450085018979,9.797070670859316e-06,0.027495920880775057,0.21480721145219464,0.09005282551848168,0.013710657265749611,,0.028871459690268764,0.4642945414795156,0.002591184080817175,0.050456814712328366,0.03772022643877969,,0.008644276548952397,0.03392249189487536,,,,,0.741527260786557,,,,,,,
MNE,0.04246349656371028,0.057231752426144006,,0.13749246687858455,0.12848289473047342,0.5381311152724386,0.01655772479264921,0.16933558294381024,0.18305343611872915,0.0032125716723083748,0.277854015333338,,0.18876326713454816,0.06492936823461516,0.6341597222483346,0.6968865837601892,,0.6484588627836333,,,0.04213760236683684,0.006647532165126085,,,,,,,,,,,,,
NZL,0.5245551315762608,0.1021804888709971,0.019097865355295902,0.5137147413367925,0.6548216060987171,0.40793075766295106,0.043281043765246933,0.6900310285171987,0.11341536033781974,0.020610404019506225,0.3456382249666528,0.6714952569593835,0.09505848264487574,0.04173319996126488,,,0.06694762984954683,,0.0411353408715249,0.033799795614651504,0.156977676336443,0.002764840242533571,0.030557527129140855,0.44502804999934825,0.012728029684467738,,0.09209629411973529,0.1898599948483417,0.040626102301913804,0.06910627051541349,0.023033788934439584,0.706889339852997,0.2494021724853844,0.8113723331989918,0.1451445012698537
CHN,0.22432680373265373,0.4017843741583823,0.8732791881977575,0.07183212010972477,0.03665027228733939,0.8730026685131672,0.12060435720641803,0.04970217400200666,0.3126530086121963,0.039462315231271715,0.6786963162616507,0.15231946923269216,0.5852124183656986,0.011525283669691482,0.018061605205298672,0.8232087220386929,0.7061037551845516,0.003545611119848512,0.21285732816353348,0.8943883299443327,0.06907907405349759,0.9692006261498248,0.7802841810527077,0.17969403141854162,0.020002244203706138,0.0005349547128810681,0.07215702337429811,0.819160079279811,0.4197970744119303,0.037675968305535594,0.0292579696282651,,0.8028483599401006,0.6533127889060144,0.6659694786001755
MAR,0.378285883424477,0.05105003618783047,0.00019129507343893158,0.020859135064760857,,0.000966653796670326,0.01655772479264921,0.10697086946493081,0.026238176318163695,0.0004520698516221714,0.26607705262430703,0.21480721145219464,0.08084672000244084,0.012429687318381934,,,0.19596741629429962,,0.01309407950276315,,0.1312515044587815,0.007993333770254612,,0.1664142189686352,,,,0.11228418861416466,,,,,,0.03384790229950695,
FRA,0.4413504385228208,0.6111062332104826,0.09216622092339236,0.5240485485774784,0.28704379710996775,0.33945215835180714,0.8106586247273521,0.5643783500500735,0.3173733623503236,0.3497697884013708,0.5786143319567196,0.5673962298047738,0.7530354053780584,0.6158615711663356,0.751176745385768,0.024709640747038766,0.21502343480408997,0.026390937632931377,0.29897865844924,0.017170737366294538,0.47188482478792265,0.20639857961787708,0.012419421351699402,0.5853558953682497,0.05927026112653019,,0.059635013846464094,0.6888632967273375,0.07975216438676432,0.14415811616567759,,0.0602006688963207,0.2494021724853844,0.19734278020334806,0.04186311369678167
GRC,0.32204039096756987,0.053798450004295006,0.4357103312121995,0.06159503528949499,0.23960604618617978,0.2167144851648961,0.024558264313408452,0.11602154151851415,0.49652793026493924,0.04849376507049266,0.06648895481081553,0.07933693875347944,0.2972690525264874,0.04247704672845133,0.05161684912587977,0.024709640747038766,0.5611780028132621,0.22205493247634905,0.06587004895633385,0.3387042899476132,0.0819388518883608,0.00816118337462407,0.016014713397439886,0.03316183490548715,0.020002244203706138,0.054204775659305975,0.28454194990364706,0.5837800380548651,0.07975216438676432,0.24661231972085143,0.019631066804756143,,0.17393470971697383,,
UKR,0.415123255735453,0.16756911960787998,0.5507983800852517,0.40600665298513633,0.3783382175490433,0.5452770600980212,0.5669299061761036,0.5978161430553142,0.5337451107640666,,0.7493025044758165,0.06686599622635778,0.29737377909810486,0.07275997961140784,0.9699292721879226,0.03227927551415506,0.5526291366993451,0.05590575719985811,0.5507018641054465,0.2532715592471337,0.03282243315152595,0.006647532165126085,0.03392249189487536,0.5753821650735221,0.017296478730514635,,0.3842090522175275,0.23299511824299043,,0.037675968305535594,,,0.46775569680153933,,
HUN,0.2199857223785991,0.49244928980437047,0.3214831335741531,0.09857370916367722,0.04326366117374597,0.21321390493361012,0.6016520820002149,0.8803617602284683,0.42203727494025417,0.0032125716723083748,0.5127474136604419,0.12417970831132832,0.4308793266396502,,0.5743240335531276,,0.36362871059012253,0.6232584538939279,0.06074274128326705,0.043898376834079406,0.041360438454982384,0.006647532165126085,0.03392249189487536,0.7087714352404573,0.017296478730514635,,0.07215702337429811,0.23299511824299043,,0.037675968305535594,,,,,
CHE,0.07791444674886679,0.04893386909586033,0.06321247109288265,0.5811629302820271,0.2163351920461044,0.4424369296203063,0.6010268552586732,0.10697086946493081,0.08637399487546171,0.09699104160552183,0.19260387617344693,0.6947612605149691,0.4084184022819666,,0.04004722194588179,,0.2498252135613224,,0.01309407950276315,0.10471533592327383,0.6051461333218464,0.008644276548952397,0.029287372955220062,0.0666706504012808,0.017296478730514635,,0.1097657025943045,0.2593027471637187,0.09158174012286688,0.7573761968970086,,,0.17393470971697383,0.07931215668823954,0.09264789276301064
ITA,0.4278276868939127,0.25282584251136675,0.197031559502348,0.7183237341542361,0.44533325592642875,0.6820771001885728,0.6904476694705263,0.3762084901585408,0.29623225233795175,0.04563554108990373,0.6403012427338385,0.41402361648968905,0.4993016618416001,0.8673650198237578,,0.5429890128433159,0.2802060552879462,0.6722933845146767,0.5604767166699657,0.610846339141817,0.01064865952601156,0.00816118337462407,0.016014713397439886,0.29858127930539835,0.029793574053263973,0.0055385637605491365,0.5410799982422774,0.5279921574567371,0.19668068822480222,0.10730211259854723,0.019631066804756143,,0.17393470971697383,0.07931215668823954,0.021259370009534127
MYS,0.0667509659692267,0.011378299378030856,0.021849943195862052,0.006177438978066318,,0.06119510535758113,0.043281043765246933,0.10697086946493081,0.1185088455576159,0.009196383156766847,0.16375464539968157,,0.0486596577738636,,,,0.03050275166529115,,0.050456814712328366,0.30203247779497044,,0.006647532165126085,0.10739829466309124,,,,,0.391344148728509,,,,,,0.03384790229950695,0.00026000577409244954
LVA,0.2298442982300264,0.05105003618783047,0.5714876034748342,0.36712713890355286,0.15416765909475658,0.19287298913364123,0.043281043765246933,0.31724265983844896,0.18305343611872915,,0.2663214774562115,,0.32190460070871985,0.07275997961140784,,,0.4827193182647694,,,,0.04213760236683684,0.006647532165126085,,0.5618359127480823,,,,,0.604131179178615,,,,,,
HRV,0.5343778893535683,0.04688167249970626,0.36682855921702295,0.16824035576344037,0.6720987902023261,0.46596006541563295,0.009282916149364936,0.07009490881032722,0.21636275472770816,,0.32013284038567147,0.11233281435530526,0.18876326713454816,0.060493845338392686,0.7970047260048262,0.13585914051646847,0.8095403812813355,0.5425135228185022,,0.033799795614651504,0.4307878411738716,0.008644276548952397,,,,,,0.5807732752265864,,,,,,,
ESP,0.25656181735497385,0.1486195133186717,0.23425397042122045,0.457275123519002,0.09738163520107816,0.16690285079210973,0.019181591216664056,0.5325310777744539,0.19239753195221518,0.29958555399223274,0.277854015333338,0.2174039916780004,0.34552258934866653,0.8456450985859014,0.5119681517145538,0.012462892624813317,0.33858120901085553,0.4794148420646264,0.23028435679374007,0.03300646217040332,0.713841303337744,0.00816118337462407,0.3521433432769936,0.049174345804299135,0.7334022293342257,0.06230686458131686,0.6105004614607082,0.5202663742672433,0.4191184067842098,0.5303732145468234,,0.06020066889632062,,0.19734278020334806,0.4715592907650579
SVN,0.3476117037887785,0.07275023522592025,0.025934433785062706,0.06320016025741221,0.32530663320600034,0.584930617891383,,0.2801428788962546,,,,,0.5778425065800991,,0.02364175845866942,,,,0.017301943762724235,,0.11369452390355653,0.00816118337462407,0.020186392946953586,,,,,0.22849847220022548,,0.24661231972085143,,,,,
LTU,0.32123598866142905,0.073538539118987,0.021849943195862052,0.13749246687858455,0.5153349582940093,0.646522528555171,,0.3958937908226182,0.4117491448182758,,0.277854015333338,,0.18784383925682946,0.616123273850523,,,0.46903728088490587,,,,0.04213760236683684,0.006647532165126085,0.001491287252525552,0.7902285305512684,,,0.07215702337429811,,,,,,,,
IND,0.005119271289394129,0.035545265104997684,0.02363976032475688,0.0034541656816848136,0.1254872379291044,0.5234030708585047,,,0.6186454250856619,0.00040068579344341965,0.42763635986153375,0.11876829178818335,0.0486596577738636,0.01621482043594084,,,0.313944883469306,,0.015316705631953044,0.06913355705032825,0.08332583444299915,0.01627790186575911,0.38076910092619337,,,,,,,,,,,0.14224461328985807,0.0295341762748763
ZWE,0.02540453274436849,0.24333186326887193,,0.0011916332318125764,0.05056109398055594,0.03166083038416397,,,,0.009196383156766847,0.13353868524132498,0.015272514355993312,0.025057049478530966,,,,0.018349750688762514,,0.026751300313402903,0.025319007489958353,0.02988843771425614,,,,,,,,,0.037675968305535594,,,,,0.9364103175109169
BLR,0.4626591445454381,0.19212439864784117,0.2378343514924777,0.1650117043769531,0.5241434195927848,0.5478303981849526,0.043281043765246933,0.7511050515733446,0.5272343072801383,0.04212256385361166,0.34153901543632254,0.11233281435530526,0.3106594501793602,0.013710657265749611,,,0.6796396924749389,,0.050456814712328366,0.043898376834079406,0.5382880174495073,0.006647532165126085,0.03392249189487536,0.3969953204754776,0.020002244203706138,,0.7505796054881994,,,,,,0.3237485178060424,,
DEU,0.46409598978270794,0.6354570747115226,0.3022311653869699,0.7666232773879207,0.6952841359924945,0.6317701960817662,0.6294616888944847,0.8909596635313919,0.48492801817824216,0.953022140042777,0.6303108079061056,0.8392400242944202,0.6353811759272582,0.002099010584798508,0.5327134840930312,0.0026467460209799397,0.5395945752623212,0.001722562874395185,0.6451953219064237,0.4954107059747276,0.7386138549184597,0.7480783040411176,0.012419421351699402,0.1651595266418551,0.08690351521650228,,0.03239036155002084,0.32963070146170603,0.4852213622686808,0.6028220812800064,,,0.2879671204034976,0.1744122958741654,0.8349499990010774
